400.0000000000	-24.4709636621
404.0000000000	-24.4900748326
408.0000000000	-24.4321788401
412.0000000000	-24.2882584883
416.0000000000	-24.1019958302
420.0000000000	-23.8592363876
424.0000000000	-23.5767399504
428.0000000000	-23.2699908646
432.0000000000	-22.8946294875
436.0000000000	-22.4045856715
440.0000000000	-21.9111326853
444.0000000000	-21.3295699884
448.0000000000	-20.6610356502
453.0000000000	-19.7008786093
457.0000000000	-18.8234466029
461.0000000000	-17.8330451216
465.0000000000	-16.7094404547
469.0000000000	-15.4374841130
473.0000000000	-13.7456060876
477.0000000000	-11.8131615054
481.0000000000	-9.8202094575
485.0000000000	-8.2582107193
489.0000000000	-7.7103161805
493.0000000000	-8.2831973757
497.0000000000	-9.4931334235
501.0000000000	-11.4908968731
505.0000000000	-13.3965570005
509.0000000000	-14.9159357678
513.0000000000	-16.1310147290
517.0000000000	-17.1374803263
521.0000000000	-18.0639114173
525.0000000000	-18.8469467487
529.0000000000	-19.5518156394
533.0000000000	-20.1377453264
537.0000000000	-20.6596658267
541.0000000000	-21.0994070544
545.0000000000	-21.4760072311
549.0000000000	-21.8051689199
554.0000000000	-22.1344635319
558.0000000000	-22.2543824181
562.0000000000	-22.3980347688
566.0000000000	-22.5619692766
570.0000000000	-22.6441488194
574.0000000000	-22.6526797483
578.0000000000	-22.6288554102
582.0000000000	-22.5796602390
586.0000000000	-22.4663939708
590.0000000000	-22.3477465012
594.0000000000	-22.1647066865
598.0000000000	-21.9008480070
602.0000000000	-21.5837515908
606.0000000000	-21.1972224629
610.0000000000	-20.7265996938
614.0000000000	-20.2101219656
618.0000000000	-19.9576870930
622.0000000000	-19.1461369833
626.0000000000	-18.4668251842
630.0000000000	-17.5896669145
634.0000000000	-16.4964136097
638.0000000000	-15.2629852201
642.0000000000	-13.5372036643
646.0000000000	-11.0269216646
651.0000000000	-8.3901852023
655.0000000000	-7.4433752176
659.0000000000	-7.3802755805
663.0000000000	-8.3435299581
667.0000000000	-10.2153969273
671.0000000000	-12.9678599442
675.0000000000	-14.9384609131
679.0000000000	-16.3313727131
683.0000000000	-17.5093605871
687.0000000000	-18.6070466487
691.0000000000	-19.5363252695
695.0000000000	-20.3228855525
699.0000000000	-21.0652820837
703.0000000000	-21.6567560010
707.0000000000	-22.2411406116
711.0000000000	-22.6825460940
715.0000000000	-23.1152710931
719.0000000000	-23.4529459433
723.0000000000	-23.7298559839
727.0000000000	-23.9928500485
731.0000000000	-24.1701913160
735.0000000000	-24.3014920023
739.0000000000	-24.3954415293
743.0000000000	-24.4316723757
747.0000000000	-24.4062514200
752.0000000000	-24.2980363733
756.0000000000	-24.1641378595
760.0000000000	-24.0310090608
764.0000000000	-23.7487352036
768.0000000000	-23.4430503174
772.0000000000	-23.0128990056
776.0000000000	-22.6630698594
780.0000000000	-22.0319754804
784.0000000000	-21.4272021732
788.0000000000	-20.7651149268
792.0000000000	-19.7463173671
796.0000000000	-18.8460529118
800.0000000000	-17.6746873660
