10.0000000000	-47.7667856241
110.0000000000	-37.6748284328
210.0000000000	-30.5892783614
310.0000000000	-14.7023865553
410.0000000000	-27.2241190229
510.0000000000	-21.5256744778
609.0000000000	-23.8620377059
709.0000000000	-26.6533942894
809.0000000000	-13.8353946121
909.0000000000	-29.1002261609
1009.0000000000	-26.3864755814
1109.0000000000	-26.5308879606
1209.0000000000	-32.4930764421
1309.0000000000	-17.6446335955
1409.0000000000	-33.4503314858
1508.0000000000	-32.5210486252
1608.0000000000	-28.7223220999
1708.0000000000	-36.6605534905
1808.0000000000	-26.1458803160
1908.0000000000	-37.1442374609
2008.0000000000	-36.8795943777
2108.0000000000	-28.5023688547
2208.0000000000	-39.1996682128
2308.0000000000	-32.2067681274
2408.0000000000	-37.1238386647
2508.0000000000	-39.2117880878
2607.0000000000	-24.6557629416
2707.0000000000	-40.0253733797
2807.0000000000	-36.9043025398
2907.0000000000	-36.6780840075
3007.0000000000	-41.8083858895
3107.0000000000	-28.3462082948
3207.0000000000	-41.0720002455
3307.0000000000	-40.5900530481
3407.0000000000	-33.1915330911
3506.0000000000	-42.9474099362
3606.0000000000	-35.8035252433
3706.0000000000	-40.8530450579
3806.0000000000	-42.3496940543
3906.0000000000	-28.0982040886
4006.0000000000	-42.7048515361
4106.0000000000	-38.6743857464
4206.0000000000	-38.5749391042
4306.0000000000	-42.6311055336
4406.0000000000	-27.2991284051
4506.0000000000	-41.0027685452
4605.0000000000	-38.6119074618
4705.0000000000	-35.0484334991
4805.0000000000	-41.1979938156
4905.0000000000	-30.5133973872
5005.0000000000	-38.9222810671
5105.0000000000	-38.9462048809
5205.0000000000	-27.7483446205
5305.0000000000	-39.1457625743
5405.0000000000	-34.5096709698
5504.0000000000	-33.9643354521
5604.0000000000	-38.5994421427
5704.0000000000	-28.3114959788
5804.0000000000	-36.8727541524
5904.0000000000	-37.7758814807
6004.0000000000	-26.1973936551
6104.0000000000	-39.0151387791
6204.0000000000	-36.1125109363
6304.0000000000	-34.0971652588
6404.0000000000	-40.4741504712
6504.0000000000	-31.2885342784
6603.0000000000	-39.5453584968
6703.0000000000	-40.2842763690
6803.0000000000	-30.8813616971
6903.0000000000	-42.4413265007
7003.0000000000	-37.7035047991
7103.0000000000	-39.5863760699
7203.0000000000	-43.0264339567
7303.0000000000	-31.2491727612
7403.0000000000	-43.0358169191
7502.0000000000	-41.5226066239
7602.0000000000	-37.3912702736
7702.0000000000	-44.0109905126
7802.0000000000	-37.3277166377
7902.0000000000	-42.7268780919
8002.0000000000	-44.6054721395
8102.0000000000	-33.7199438883
8202.0000000000	-44.6057179025
8302.0000000000	-43.3406804798
8402.0000000000	-39.0447091070
8502.0000000000	-46.4674016438
8601.0000000000	-40.9995527757
8701.0000000000	-44.7734478638
8801.0000000000	-46.5101697347
8901.0000000000	-37.7163954162
9001.0000000000	-48.0558669026
9101.0000000000	-47.3800482841
9201.0000000000	-42.0724558477
9301.0000000000	-48.8546803864
9401.0000000000	-44.3065186481
9500.0000000000	-46.9469087618
9600.0000000000	-48.3557471598
9700.0000000000	-41.3495239529
9800.0000000000	-49.4754886456
9900.0000000000	-50.4385360653
10000.0000000000	-43.0394863802
